OS: Passenger car ferry 2 (Dis.20300t)
Trainee: 
Exercise name: PrepareShips_Scenario_1
Area: Swedish West Coast 931
Exercise start time: 12:00:00
Exercise date: 4/25/2022
Step (sec): 1
Model version: 2.166.1432.169 / 0.0.0.0 / 2.91.3084.0 / 2.31.10.0

time,ALPHA Local position X,ALPHA Local position Y,ALPHA Ship state,ALPHA Heading,ALPHA Latitude,ALPHA Longitude,BRAVO Local position X,BRAVO Local position Y,BRAVO Ship state,BRAVO Heading,BRAVO Latitude,BRAVO Longitude
00:03:09,"-1,974.41","-8,845.29",Running,"3.79","57.643638","11.672557","-888.63","-7,803.27",Running,"178.46","57.653036","11.690857"
00:03:10,"-1,972.90","-8,842.12",Running,"2.90","57.643667","11.672583","-888.04","-7,810.61",Running,"178.59","57.652970","11.690867"
00:03:11,"-1,971.45","-8,838.91",Running,"2.01","57.643696","11.672607","-887.48","-7,817.95",Running,"178.71","57.652903","11.690876"
00:03:12,"-1,970.05","-8,835.68",Running,"1.11","57.643725","11.672631","-886.93","-7,825.30",Running,"178.83","57.652837","11.690885"
00:03:13,"-1,968.71","-8,832.41",Running,"0.22","57.643754","11.672653","-886.40","-7,832.65",Running,"178.95","57.652771","11.690894"
00:03:14,"-1,967.42","-8,829.12",Running,"359.33","57.643784","11.672675","-885.89","-7,840.01",Running,"179.06","57.652704","11.690903"
00:03:15,"-1,966.19","-8,825.80",Running,"358.44","57.643814","11.672696","-885.39","-7,847.36",Running,"179.17","57.652638","11.690911"
00:03:16,"-1,965.02","-8,822.45",Running,"357.54","57.643844","11.672715","-884.92","-7,854.73",Running,"179.28","57.652572","11.690919"
00:03:17,"-1,963.91","-8,819.08",Running,"356.65","57.643875","11.672734","-884.46","-7,862.09",Running,"179.39","57.652505","11.690927"
00:03:18,"-1,962.86","-8,815.68",Running,"355.76","57.643905","11.672752","-884.01","-7,869.46",Running,"179.49","57.652439","11.690934"
00:03:19,"-1,961.87","-8,812.26",Running,"354.87","57.643936","11.672769","-883.59","-7,876.82",Running,"179.59","57.652372","11.690942"
00:03:20,"-1,960.93","-8,808.82",Running,"353.98","57.643967","11.672784","-883.18","-7,884.20",Running,"179.69","57.652306","11.690949"
00:03:21,"-1,960.07","-8,805.35",Running,"353.08","57.643998","11.672799","-882.78","-7,891.57",Running,"179.80","57.652239","11.690955"
00:03:22,"-1,959.26","-8,801.87",Running,"352.19","57.644030","11.672813","-882.39","-7,898.95",Running,"179.92","57.652173","11.690962"
00:03:23,"-1,958.51","-8,798.37",Running,"351.29","57.644061","11.672825","-882.01","-7,906.33",Running,"180.05","57.652106","11.690968"
00:03:24,"-1,957.82","-8,794.84",Running,"350.40","57.644093","11.672837","-881.65","-7,913.71",Running,"180.19","57.652040","11.690974"
00:03:25,"-1,957.20","-8,791.30",Running,"349.49","57.644125","11.672847","-881.30","-7,921.09",Running,"180.33","57.651973","11.690980"
00:03:26,"-1,956.64","-8,787.74",Running,"348.59","57.644157","11.672857","-880.97","-7,928.48",Running,"180.47","57.651907","11.690986"
00:03:27,"-1,956.15","-8,784.16",Running,"347.69","57.644189","11.672865","-880.66","-7,935.87",Running,"180.61","57.651840","11.690991"
00:03:28,"-1,955.73","-8,780.57",Running,"346.81","57.644222","11.672872","-880.37","-7,943.26",Running,"180.75","57.651773","11.690996"
00:03:29,"-1,955.39","-8,776.96",Running,"345.95","57.644254","11.672878","-880.09","-7,950.65",Running,"180.89","57.651707","11.691001"
00:03:30,"-1,955.12","-8,773.34",Running,"345.13","57.644287","11.672882","-879.82","-7,958.05",Running,"181.03","57.651640","11.691005"
00:03:31,"-1,954.92","-8,769.71",Running,"344.35","57.644320","11.672886","-879.58","-7,965.45",Running,"181.17","57.651573","11.691009"
00:03:32,"-1,954.80","-8,766.07",Running,"343.60","57.644353","11.672888","-879.34","-7,972.84",Running,"181.30","57.651507","11.691013"
00:03:33,"-1,954.75","-8,762.42",Running,"342.90","57.644386","11.672889","-879.13","-7,980.24",Running,"181.44","57.651440","11.691017"
00:03:34,"-1,954.78","-8,758.75",Running,"342.25","57.644419","11.672888","-878.93","-7,987.64",Running,"181.57","57.651373","11.691020"
00:03:35,"-1,954.87","-8,755.07",Running,"341.66","57.644452","11.672887","-878.75","-7,995.05",Running,"181.70","57.651306","11.691023"
00:03:36,"-1,955.04","-8,751.38",Running,"341.11","57.644485","11.672884","-878.58","-8,002.45",Running,"181.82","57.651240","11.691026"
00:03:37,"-1,955.28","-8,747.67",Running,"340.62","57.644519","11.672880","-878.43","-8,009.86",Running,"181.95","57.651173","11.691029"
00:03:38,"-1,955.59","-8,743.95",Running,"340.18","57.644552","11.672874","-878.29","-8,017.27",Running,"182.07","57.651106","11.691031"
00:03:39,"-1,955.96","-8,740.22",Running,"339.78","57.644586","11.672868","-878.17","-8,024.68",Running,"182.19","57.651039","11.691033"
00:03:40,"-1,956.39","-8,736.47",Running,"339.41","57.644620","11.672861","-878.07","-8,032.09",Running,"182.31","57.650972","11.691035"
00:03:41,"-1,956.88","-8,732.70",Running,"339.06","57.644654","11.672853","-877.99","-8,039.51",Running,"182.42","57.650905","11.691036"
00:03:42,"-1,957.43","-8,728.92",Running,"338.74","57.644688","11.672843","-877.92","-8,046.92",Running,"182.54","57.650839","11.691037"
00:03:43,"-1,958.04","-8,725.13",Running,"338.44","57.644722","11.672833","-877.87","-8,054.34",Running,"182.65","57.650772","11.691038"
00:03:44,"-1,958.71","-8,721.33",Running,"338.16","57.644756","11.672822","-877.83","-8,061.76",Running,"182.75","57.650705","11.691039"
00:03:45,"-1,959.44","-8,717.50",Running,"337.89","57.644791","11.672810","-877.81","-8,069.18",Running,"182.86","57.650638","11.691039"
00:03:46,"-1,960.22","-8,713.66",Running,"337.64","57.644825","11.672796","-877.80","-8,076.59",Running,"182.96","57.650571","11.691039"
00:03:47,"-1,961.05","-8,709.81",Running,"337.39","57.644860","11.672782","-877.82","-8,084.02",Running,"183.06","57.650504","11.691039"
00:03:48,"-1,961.93","-8,705.93",Running,"337.16","57.644895","11.672768","-877.84","-8,091.44",Running,"183.16","57.650437","11.691038"
00:03:49,"-1,962.86","-8,702.04",Running,"336.93","57.644930","11.672752","-877.88","-8,098.86",Running,"183.25","57.650370","11.691038"
00:03:50,"-1,963.83","-8,698.13",Running,"336.71","57.644965","11.672736","-877.94","-8,106.29",Running,"183.34","57.650303","11.691037"
00:03:51,"-1,964.85","-8,694.21",Running,"336.50","57.645001","11.672718","-878.01","-8,113.72",Running,"183.43","57.650236","11.691036"
00:03:52,"-1,965.92","-8,690.26",Running,"336.30","57.645036","11.672700","-878.10","-8,121.14",Running,"183.52","57.650169","11.691034"
00:03:53,"-1,967.02","-8,686.30",Running,"336.10","57.645072","11.672682","-878.20","-8,128.58",Running,"183.60","57.650102","11.691032"
00:03:54,"-2,548.21","-9,021.88",Running,"73.04","57.642045","11.662887","-1,132.12","-6,727.74",Running,"175.31","57.662733","11.686753"
00:03:55,"-2,541.76","-9,020.22",Running,"73.05","57.642060","11.662995","-1,131.60","-6,734.48",Running,"175.31","57.662672","11.686762"
00:03:56,"-2,535.31","-9,018.56",Running,"73.05","57.642075","11.663104","-1,131.07","-6,741.23",Running,"175.32","57.662611","11.686771"
00:03:57,"-2,528.84","-9,016.91",Running,"73.06","57.642090","11.663213","-1,130.54","-6,747.97",Running,"175.32","57.662551","11.686780"
00:03:58,"-2,522.35","-9,015.28",Running,"73.07","57.642105","11.663322","-1,130.01","-6,754.71",Running,"175.34","57.662490","11.686789"
00:03:59,"-2,515.84","-9,013.66",Running,"73.07","57.642119","11.663432","-1,129.46","-6,761.45",Running,"175.35","57.662429","11.686798"
00:04:00,"-2,509.31","-9,012.07",Running,"73.08","57.642134","11.663542","-1,128.91","-6,768.19",Running,"175.37","57.662368","11.686807"
00:04:01,"-2,502.77","-9,010.49",Running,"73.08","57.642148","11.663652","-1,128.36","-6,774.92",Running,"175.39","57.662308","11.686816"
00:04:02,"-2,496.20","-9,008.94",Running,"73.08","57.642162","11.663763","-1,127.79","-6,781.67",Running,"175.41","57.662247","11.686826"
00:04:03,"-2,489.62","-9,007.40",Running,"73.08","57.642176","11.663874","-1,127.23","-6,788.42",Running,"175.43","57.662186","11.686835"
00:04:04,"-2,483.03","-9,005.87",Running,"73.08","57.642190","11.663985","-1,126.65","-6,795.18",Running,"175.46","57.662125","11.686845"
00:04:05,"-2,476.42","-9,004.35",Running,"73.07","57.642203","11.664096","-1,126.08","-6,801.93",Running,"175.49","57.662064","11.686855"
00:04:06,"-2,469.80","-9,002.84",Running,"73.06","57.642217","11.664208","-1,125.50","-6,808.68",Running,"175.52","57.662003","11.686865"
00:04:07,"-2,463.17","-9,001.34",Running,"73.04","57.642231","11.664320","-1,124.92","-6,815.44",Running,"175.55","57.661942","11.686874"
00:04:08,"-2,456.51","-8,999.84",Running,"73.02","57.642244","11.664432","-1,124.34","-6,822.19",Running,"175.58","57.661882","11.686884"
00:04:09,"-2,449.85","-8,998.35",Running,"73.00","57.642258","11.664544","-1,123.76","-6,828.94",Running,"175.62","57.661821","11.686894"
00:04:10,"-2,443.17","-8,996.86",Running,"72.97","57.642271","11.664657","-1,123.17","-6,835.70",Running,"175.65","57.661760","11.686904"
00:04:11,"-2,436.47","-8,995.37",Running,"72.94","57.642284","11.664770","-1,122.59","-6,842.44",Running,"175.69","57.661699","11.686914"
00:04:12,"-2,429.76","-8,993.89",Running,"72.91","57.642298","11.664883","-1,122.00","-6,849.20",Running,"175.73","57.661638","11.686923"
00:04:13,"-2,423.04","-8,992.41",Running,"72.87","57.642311","11.664996","-1,121.42","-6,855.95",Running,"175.77","57.661577","11.686933"
00:04:14,"-2,416.30","-8,990.93",Running,"72.83","57.642324","11.665110","-1,120.83","-6,862.71",Running,"175.82","57.661516","11.686943"
00:04:15,"-2,409.55","-8,989.45",Running,"72.78","57.642338","11.665224","-1,120.25","-6,869.46",Running,"175.86","57.661455","11.686953"
00:04:16,"-2,402.79","-8,987.98",Running,"72.73","57.642351","11.665337","-1,119.67","-6,876.23",Running,"175.91","57.661394","11.686963"
00:04:17,"-2,396.02","-8,986.51",Running,"72.67","57.642364","11.665452","-1,119.08","-6,883.01",Running,"175.96","57.661333","11.686973"
00:04:18,"-2,389.24","-8,985.04",Running,"72.61","57.642378","11.665566","-1,118.50","-6,889.79",Running,"176.01","57.661272","11.686983"
00:04:19,"-2,382.44","-8,983.56",Running,"72.55","57.642391","11.665680","-1,117.91","-6,896.59",Running,"176.06","57.661211","11.686992"
00:04:20,"-2,375.64","-8,982.08",Running,"72.48","57.642404","11.665795","-1,117.33","-6,903.39",Running,"176.12","57.661149","11.687002"
00:04:21,"-2,368.82","-8,980.61",Running,"72.41","57.642418","11.665910","-1,116.75","-6,910.20",Running,"176.18","57.661088","11.687012"
00:04:22,"-2,362.00","-8,979.13",Running,"72.33","57.642431","11.666025","-1,116.16","-6,917.02",Running,"176.23","57.661027","11.687022"
00:04:23,"-2,355.16","-8,977.64",Running,"72.25","57.642444","11.666140","-1,115.58","-6,923.86",Running,"176.29","57.660965","11.687032"
00:04:24,"-2,348.32","-8,976.15",Running,"72.16","57.642458","11.666255","-1,115.01","-6,930.70",Running,"176.36","57.660903","11.687041"
00:04:25,"-2,341.47","-8,974.66",Running,"72.07","57.642471","11.666371","-1,114.43","-6,937.55",Running,"176.42","57.660842","11.687051"
00:04:26,"-2,334.62","-8,973.16",Running,"71.97","57.642485","11.666486","-1,113.85","-6,944.41",Running,"176.48","57.660780","11.687061"
00:04:27,"-2,327.75","-8,971.66",Running,"71.87","57.642498","11.666602","-1,113.28","-6,951.28",Running,"176.55","57.660718","11.687070"
00:04:28,"-2,320.88","-8,970.15",Running,"71.77","57.642512","11.666718","-1,112.71","-6,958.16",Running,"176.62","57.660656","11.687080"
00:04:29,"-2,314.00","-8,968.64",Running,"71.66","57.642526","11.666834","-1,112.15","-6,965.05",Running,"176.69","57.660594","11.687090"
00:04:30,"-2,307.12","-8,967.11",Running,"71.55","57.642539","11.666950","-1,111.59","-6,971.94",Running,"176.76","57.660531","11.687099"
00:04:31,"-2,300.23","-8,965.59",Running,"71.44","57.642553","11.667066","-1,111.03","-6,978.84",Running,"176.83","57.660469","11.687108"
00:04:32,"-2,293.34","-8,964.05",Running,"71.32","57.642567","11.667182","-1,110.47","-6,985.75",Running,"176.90","57.660407","11.687118"
00:04:33,"-2,286.45","-8,962.51",Running,"71.20","57.642581","11.667298","-1,109.92","-6,992.66",Running,"176.97","57.660345","11.687127"
00:04:34,"-2,279.55","-8,960.95",Running,"71.07","57.642595","11.667414","-1,109.37","-6,999.59",Running,"177.04","57.660282","11.687136"
00:04:35,"-2,272.65","-8,959.39",Running,"70.95","57.642609","11.667531","-1,108.83","-7,006.52",Running,"177.12","57.660220","11.687145"
00:04:36,"-2,265.75","-8,957.81",Running,"70.82","57.642623","11.667647","-1,108.29","-7,013.46",Running,"177.19","57.660157","11.687155"
00:04:37,"-2,258.85","-8,956.23",Running,"70.69","57.642637","11.667763","-1,107.76","-7,020.41",Running,"177.27","57.660094","11.687164"
00:04:38,"-2,251.95","-8,954.63",Running,"70.56","57.642652","11.667880","-1,107.23","-7,027.36",Running,"177.35","57.660032","11.687172"
00:04:39,"-2,245.04","-8,953.03",Running,"70.43","57.642666","11.667996","-1,106.70","-7,034.32",Running,"177.42","57.659969","11.687181"
00:04:40,"-2,238.13","-8,951.41",Running,"70.30","57.642681","11.668113","-1,106.19","-7,041.29",Running,"177.50","57.659906","11.687190"
00:04:41,"-2,231.22","-8,949.77",Running,"70.17","57.642696","11.668229","-1,105.67","-7,048.25",Running,"177.58","57.659843","11.687199"
00:04:42,"-2,224.30","-8,948.12",Running,"70.04","57.642711","11.668346","-1,105.17","-7,055.23",Running,"177.66","57.659781","11.687207"
00:04:43,"-2,217.38","-8,946.47",Running,"69.92","57.642726","11.668462","-1,104.67","-7,062.20",Running,"177.74","57.659718","11.687216"
00:04:44,"-2,210.46","-8,944.79",Running,"69.79","57.642741","11.668579","-1,104.17","-7,069.18",Running,"177.82","57.659655","11.687224"
00:04:45,"-2,203.54","-8,943.11",Running,"69.67","57.642756","11.668696","-1,103.68","-7,076.17",Running,"177.90","57.659592","11.687232"
00:04:46,"-2,196.61","-8,941.41",Running,"69.55","57.642771","11.668812","-1,103.20","-7,083.17",Running,"177.99","57.659529","11.687240"
00:04:47,"-2,189.68","-8,939.70",Running,"69.43","57.642787","11.668929","-1,102.72","-7,090.18",Running,"178.07","57.659465","11.687248"
00:04:48,"-2,182.74","-8,937.97",Running,"69.31","57.642802","11.669046","-1,102.25","-7,097.19",Running,"178.16","57.659402","11.687256"
00:04:49,"-2,175.80","-8,936.23",Running,"69.19","57.642818","11.669163","-1,101.79","-7,104.21",Running,"178.25","57.659339","11.687264"
00:04:50,"-2,168.87","-8,934.48",Running,"69.07","57.642834","11.669280","-1,101.34","-7,111.23",Running,"178.33","57.659276","11.687272"
00:04:51,"-2,161.93","-8,932.71",Running,"68.96","57.642850","11.669397","-1,100.89","-7,118.27",Running,"178.42","57.659212","11.687279"
00:04:52,"-2,154.98","-8,930.93",Running,"68.84","57.642866","11.669514","-1,100.45","-7,125.31",Running,"178.51","57.659149","11.687287"
00:04:53,"-2,148.04","-8,929.14",Running,"68.73","57.642882","11.669631","-1,100.01","-7,132.35",Running,"178.60","57.659085","11.687294"
00:04:54,"-2,141.10","-8,927.33",Running,"68.61","57.642898","11.669748","-1,099.59","-7,139.40",Running,"178.69","57.659022","11.687301"
00:04:55,"-2,134.15","-8,925.52",Running,"68.50","57.642914","11.669865","-1,099.17","-7,146.46",Running,"178.78","57.658958","11.687308"
00:04:56,"-2,127.21","-8,923.68",Running,"68.38","57.642931","11.669982","-1,098.76","-7,153.53",Running,"178.87","57.658894","11.687315"
00:04:57,"-2,120.26","-8,921.83",Running,"68.27","57.642948","11.670099","-1,098.35","-7,160.62",Running,"178.96","57.658830","11.687322"
00:04:58,"-2,113.31","-8,919.97",Running,"68.15","57.642964","11.670216","-1,097.96","-7,167.73",Running,"179.05","57.658766","11.687329"
00:04:59,"-2,106.36","-8,918.10",Running,"68.03","57.642981","11.670333","-1,097.58","-7,174.86",Running,"179.13","57.658702","11.687335"
00:05:00,"-2,099.41","-8,916.21",Running,"67.91","57.642998","11.670451","-1,097.20","-7,182.01",Running,"179.21","57.658638","11.687341"
00:05:01,"-2,092.45","-8,914.30",Running,"67.79","57.643016","11.670568","-1,096.84","-7,189.18",Running,"179.28","57.658573","11.687348"
00:05:02,"-2,085.50","-8,912.38",Running,"67.67","57.643033","11.670685","-1,096.49","-7,196.37",Running,"179.34","57.658508","11.687353"
00:05:03,"-2,078.55","-8,910.44",Running,"67.54","57.643050","11.670802","-1,096.15","-7,203.58",Running,"179.40","57.658443","11.687359"
00:05:04,"-2,071.59","-8,908.50",Running,"67.40","57.643068","11.670919","-1,095.81","-7,210.82",Running,"179.45","57.658378","11.687365"
00:05:05,"-2,064.64","-8,906.55",Running,"67.23","57.643086","11.671037","-1,095.49","-7,218.07",Running,"179.50","57.658312","11.687370"
00:05:06,"-2,057.69","-8,904.60",Running,"67.03","57.643103","11.671154","-1,095.17","-7,225.35",Running,"179.55","57.658247","11.687376"
00:05:07,"-2,050.74","-8,902.63",Running,"66.80","57.643121","11.671271","-1,094.86","-7,232.65",Running,"179.59","57.658181","11.687381"
00:05:08,"-2,043.79","-8,900.66",Running,"66.54","57.643139","11.671388","-1,094.57","-7,239.97",Running,"179.62","57.658115","11.687386"
00:05:09,"-2,036.85","-8,898.66",Running,"66.26","57.643157","11.671505","-1,094.30","-7,247.31",Running,"179.62","57.658049","11.687390"
00:05:10,"-2,029.91","-8,896.64",Running,"65.97","57.643175","11.671622","-1,094.03","-7,254.68",Running,"179.62","57.657982","11.687395"
00:05:11,"-2,022.99","-8,894.60",Running,"65.66","57.643193","11.671739","-1,093.78","-7,262.06",Running,"179.60","57.657916","11.687399"
00:05:12,"-2,016.07","-8,892.55",Running,"65.34","57.643212","11.671855","-1,093.53","-7,269.46",Running,"179.57","57.657849","11.687403"
00:05:13,"-2,009.16","-8,890.46",Running,"65.00","57.643231","11.671972","-1,093.30","-7,276.88",Running,"179.53","57.657782","11.687407"
00:05:14,"-2,002.26","-8,888.36",Running,"64.66","57.643250","11.672088","-1,093.06","-7,284.33",Running,"179.49","57.657715","11.687411"
00:05:15,"-1,995.37","-8,886.23",Running,"64.30","57.643269","11.672204","-1,092.84","-7,291.79",Running,"179.45","57.657648","11.687415"
00:05:16,"-1,988.49","-8,884.08",Running,"63.94","57.643288","11.672320","-1,092.62","-7,299.27",Running,"179.40","57.657580","11.687419"
00:05:17,"-1,981.63","-8,881.91",Running,"63.57","57.643308","11.672436","-1,092.40","-7,306.77",Running,"179.35","57.657513","11.687422"
00:05:18,"-1,974.77","-8,879.71",Running,"63.20","57.643328","11.672551","-1,092.19","-7,314.29",Running,"179.30","57.657445","11.687426"
00:05:19,"-1,967.94","-8,877.48",Running,"62.82","57.643348","11.672666","-1,091.98","-7,321.83",Running,"179.24","57.657377","11.687429"
00:05:20,"-1,961.11","-8,875.23",Running,"62.43","57.643368","11.672781","-1,091.78","-7,329.39",Running,"179.19","57.657309","11.687433"
00:05:21,"-1,954.30","-8,872.94",Running,"62.04","57.643389","11.672896","-1,091.59","-7,336.96",Running,"179.13","57.657240","11.687436"
00:05:22,"-1,947.51","-8,870.63",Running,"61.65","57.643410","11.673011","-1,091.39","-7,344.56",Running,"179.08","57.657172","11.687439"
00:05:23,"-1,940.73","-8,868.29",Running,"61.23","57.643431","11.673125","-1,091.18","-7,352.17",Running,"179.04","57.657103","11.687443"
00:05:24,"-1,933.96","-8,865.93",Running,"60.78","57.643452","11.673239","-1,090.97","-7,359.80",Running,"179.03","57.657034","11.687446"
00:05:25,"-1,927.21","-8,863.55",Running,"60.31","57.643473","11.673353","-1,090.75","-7,367.45",Running,"179.04","57.656966","11.687450"
00:05:26,"-1,920.48","-8,861.15",Running,"59.80","57.643495","11.673466","-1,090.51","-7,375.11",Running,"179.08","57.656896","11.687454"
00:05:27,"-1,913.78","-8,858.70",Running,"59.27","57.643517","11.673579","-1,090.28","-7,382.79",Running,"179.15","57.656827","11.687458"
00:05:28,"-1,907.10","-8,856.22",Running,"58.73","57.643540","11.673692","-1,090.04","-7,390.48",Running,"179.23","57.656758","11.687462"
00:05:29,"-1,900.46","-8,853.68",Running,"58.20","57.643562","11.673804","-1,089.81","-7,398.19",Running,"179.33","57.656688","11.687466"
00:05:30,"-1,893.85","-8,851.10",Running,"57.70","57.643586","11.673915","-1,089.57","-7,405.92",Running,"179.44","57.656619","11.687470"
00:05:31,"-1,887.27","-8,848.46",Running,"57.23","57.643609","11.674026","-1,089.34","-7,413.66",Running,"179.55","57.656549","11.687474"
00:05:32,"-1,880.73","-8,845.78",Running,"56.79","57.643634","11.674136","-1,089.12","-7,421.42",Running,"179.67","57.656479","11.687478"
00:05:33,"-1,874.21","-8,843.05",Running,"56.39","57.643658","11.674246","-1,088.89","-7,429.19",Running,"179.79","57.656409","11.687481"
00:05:34,"-1,867.73","-8,840.26",Running,"56.04","57.643683","11.674355","-1,088.67","-7,436.97",Running,"179.92","57.656339","11.687485"
00:05:35,"-1,861.28","-8,837.43",Running,"55.73","57.643709","11.674464","-1,088.46","-7,444.77",Running,"180.04","57.656268","11.687489"
00:05:36,"-1,854.86","-8,834.55",Running,"55.48","57.643735","11.674572","-1,088.24","-7,452.59",Running,"180.16","57.656198","11.687492"
00:05:37,"-1,848.47","-8,831.62",Running,"55.28","57.643761","11.674680","-1,088.03","-7,460.41",Running,"180.29","57.656127","11.687496"
00:05:38,"-1,842.10","-8,828.64",Running,"55.14","57.643788","11.674787","-1,087.83","-7,468.25",Running,"180.41","57.656057","11.687499"
00:05:39,"-1,835.77","-8,825.61",Running,"55.05","57.643816","11.674894","-1,087.63","-7,476.11",Running,"180.53","57.655986","11.687503"
00:05:40,"-1,829.46","-8,822.53",Running,"55.02","57.643843","11.675000","-1,087.44","-7,483.98",Running,"180.66","57.655915","11.687506"
00:05:41,"-1,823.19","-8,819.41",Running,"55.05","57.643872","11.675106","-1,087.25","-7,491.86",Running,"180.78","57.655844","11.687509"
00:05:42,"-1,816.93","-8,816.25",Running,"55.15","57.643900","11.675211","-1,087.08","-7,499.75",Running,"180.90","57.655773","11.687512"
00:05:43,"-1,810.71","-8,813.04",Running,"55.31","57.643929","11.675316","-1,086.91","-7,507.66",Running,"181.02","57.655701","11.687515"
00:05:44,"-1,804.51","-8,809.81",Running,"55.54","57.643958","11.675421","-1,086.76","-7,515.58",Running,"181.14","57.655630","11.687517"
00:05:45,"-1,798.34","-8,806.53",Running,"55.85","57.643988","11.675525","-1,086.61","-7,523.51",Running,"181.26","57.655558","11.687520"
00:05:46,"-1,792.18","-8,803.22",Running,"56.21","57.644018","11.675628","-1,086.48","-7,531.45",Running,"181.38","57.655487","11.687522"
00:05:47,"-1,786.04","-8,799.89",Running,"56.63","57.644048","11.675732","-1,086.35","-7,539.40",Running,"181.50","57.655415","11.687524"
00:05:48,"-1,779.90","-8,796.55",Running,"57.10","57.644078","11.675835","-1,086.24","-7,547.37",Running,"181.62","57.655343","11.687526"
00:05:49,"-1,773.78","-8,793.19",Running,"57.60","57.644108","11.675939","-1,086.14","-7,555.35",Running,"181.73","57.655271","11.687528"
00:05:50,"-1,767.67","-8,789.83",Running,"58.14","57.644138","11.676042","-1,086.06","-7,563.34",Running,"181.85","57.655199","11.687529"
00:05:51,"-1,761.57","-8,786.45",Running,"58.70","57.644169","11.676144","-1,085.98","-7,571.34",Running,"181.96","57.655127","11.687531"
00:05:52,"-1,755.48","-8,783.07",Running,"59.30","57.644199","11.676247","-1,085.92","-7,579.35",Running,"182.07","57.655055","11.687532"
00:05:53,"-1,749.39","-8,779.69",Running,"59.93","57.644230","11.676350","-1,085.87","-7,587.37",Running,"182.18","57.654983","11.687532"
00:05:54,"-1,743.30","-8,776.31",Running,"60.58","57.644260","11.676452","-1,085.84","-7,595.40",Running,"182.29","57.654910","11.687533"
00:05:55,"-1,737.22","-8,772.94",Running,"61.26","57.644291","11.676555","-1,085.82","-7,603.45",Running,"182.39","57.654838","11.687533"
00:05:56,"-1,731.14","-8,769.57",Running,"61.96","57.644321","11.676657","-1,085.81","-7,611.50",Running,"182.50","57.654765","11.687533"
00:05:57,"-1,725.05","-8,766.23",Running,"62.68","57.644351","11.676760","-1,085.82","-7,619.56",Running,"182.60","57.654692","11.687533"
00:05:58,"-1,718.96","-8,762.91",Running,"63.43","57.644381","11.676862","-1,085.84","-7,627.64",Running,"182.69","57.654619","11.687533"
00:05:59,"-1,712.87","-8,759.61",Running,"64.20","57.644411","11.676965","-1,085.89","-7,635.72",Running,"182.77","57.654547","11.687532"
00:06:00,"-1,706.77","-8,756.34",Running,"64.98","57.644440","11.677068","-1,085.95","-7,643.81",Running,"182.83","57.654474","11.687531"
00:06:01,"-1,700.67","-8,753.12",Running,"65.79","57.644469","11.677171","-1,086.03","-7,651.91",Running,"182.89","57.654401","11.687530"
00:06:02,"-1,694.56","-8,749.93",Running,"66.61","57.644498","11.677274","-1,086.12","-7,660.02",Running,"182.94","57.654327","11.687528"
00:06:03,"-1,688.44","-8,746.78",Running,"67.46","57.644527","11.677377","-1,086.24","-7,668.14",Running,"182.97","57.654254","11.687526"
00:06:04,"-1,682.30","-8,743.68",Running,"68.32","57.644555","11.677480","-1,086.36","-7,676.27",Running,"182.99","57.654181","11.687524"
00:06:05,"-1,676.16","-8,740.62",Running,"69.20","57.644582","11.677584","-1,086.51","-7,684.41",Running,"182.99","57.654108","11.687522"
00:06:06,"-1,670.01","-8,737.61",Running,"70.10","57.644609","11.677687","-1,086.68","-7,692.55",Running,"182.96","57.654034","11.687519"
00:06:07,"-1,663.85","-8,734.66",Running,"71.01","57.644636","11.677791","-1,086.88","-7,700.70",Running,"182.88","57.653961","11.687515"
00:06:08,"-1,657.67","-8,731.78",Running,"71.94","57.644662","11.677895","-1,087.11","-7,708.86",Running,"182.76","57.653887","11.687512"
00:06:09,"-1,651.48","-8,728.97",Running,"72.88","57.644687","11.678000","-1,087.36","-7,717.03",Running,"182.58","57.653813","11.687507"
00:06:10,"-1,645.27","-8,726.24",Running,"73.83","57.644712","11.678104","-1,087.64","-7,725.20",Running,"182.36","57.653740","11.687503"
00:06:11,"-1,639.05","-8,723.59",Running,"74.80","57.644736","11.678209","-1,087.91","-7,733.37",Running,"182.11","57.653666","11.687498"
00:06:12,"-1,632.82","-8,721.01",Running,"75.77","57.644759","11.678314","-1,088.18","-7,741.55",Running,"181.85","57.653592","11.687493"
00:06:13,"-1,626.59","-8,718.51",Running,"76.75","57.644782","11.678419","-1,088.45","-7,749.74",Running,"181.59","57.653518","11.687489"
00:06:14,"-1,620.34","-8,716.10",Running,"77.74","57.644803","11.678525","-1,088.72","-7,757.94",Running,"181.33","57.653445","11.687484"
00:06:15,"-1,614.08","-8,713.77",Running,"78.73","57.644824","11.678630","-1,088.97","-7,766.14",Running,"181.08","57.653371","11.687480"
00:06:16,"-1,607.83","-8,711.52",Running,"79.75","57.644845","11.678736","-1,089.21","-7,774.35",Running,"180.85","57.653297","11.687476"
00:06:17,"-1,601.56","-8,709.37",Running,"80.78","57.644864","11.678841","-1,089.44","-7,782.56",Running,"180.65","57.653222","11.687472"
00:06:18,"-1,595.29","-8,707.32",Running,"81.79","57.644883","11.678947","-1,089.67","-7,790.79",Running,"180.49","57.653148","11.687468"
00:06:19,"-1,589.00","-8,705.38",Running,"82.78","57.644900","11.679053","-1,089.88","-7,799.02",Running,"180.35","57.653074","11.687465"
