OS: Passenger car ferry 2 (Dis.20300t)
Trainee: 
Exercise name: PrepareShips_Scenario_1
Area: Swedish West Coast 931
Exercise start time: 12:00:00
Exercise date: 4/25/2022
Step (sec): 1
Model version: 2.166.1432.169 / 0.0.0.0 / 2.91.3084.0 / 2.31.10.0

time,ALPHA Local position X,ALPHA Local position Y,ALPHA Ship state,ALPHA Heading,ALPHA Latitude,ALPHA Longitude,BRAVO Local position X,BRAVO Local position Y,BRAVO Ship state,BRAVO Heading,BRAVO Latitude,BRAVO Longitude
00:00:10,"-2,540.70","-8,987.01",Running,"75.63","57.642360","11.663013","-1,059.90","-6,606.78",Running,"171.25","57.663823","11.687970"
00:00:11,"-2,533.25","-8,985.80",Running,"75.57","57.642371","11.663139","-1,058.93","-6,612.48",Running,"171.28","57.663772","11.687986"
00:00:12,"-2,525.89","-8,984.60",Running,"75.51","57.642382","11.663263","-1,057.96","-6,618.19",Running,"171.31","57.663721","11.688003"
00:00:13,"-2,518.61","-8,983.41",Running,"75.46","57.642392","11.663386","-1,057.00","-6,623.90",Running,"171.34","57.663669","11.688019"
00:00:14,"-2,511.42","-8,982.25",Running,"75.40","57.642403","11.663507","-1,056.03","-6,629.62",Running,"171.37","57.663618","11.688035"
00:00:15,"-2,504.34","-8,981.10",Running,"75.35","57.642413","11.663626","-1,055.07","-6,635.35",Running,"171.40","57.663566","11.688051"
00:00:16,"-2,497.35","-8,979.98",Running,"75.29","57.642423","11.663744","-1,054.11","-6,641.09",Running,"171.43","57.663514","11.688068"
00:00:17,"-2,490.46","-8,978.88",Running,"75.24","57.642433","11.663860","-1,053.16","-6,646.84",Running,"171.46","57.663462","11.688084"
00:00:18,"-2,483.67","-8,977.80",Running,"75.19","57.642443","11.663974","-1,052.20","-6,652.59",Running,"171.49","57.663410","11.688100"
00:00:19,"-2,476.97","-8,976.74",Running,"75.14","57.642452","11.664087","-1,051.24","-6,658.35",Running,"171.51","57.663359","11.688116"
00:00:20,"-2,470.37","-8,975.71",Running,"75.09","57.642462","11.664198","-1,050.28","-6,664.12",Running,"171.54","57.663307","11.688132"
00:00:21,"-2,463.86","-8,974.69",Running,"75.04","57.642471","11.664308","-1,049.32","-6,669.89",Running,"171.57","57.663254","11.688148"
00:00:22,"-2,457.44","-8,973.70",Running,"74.99","57.642480","11.664416","-1,048.36","-6,675.67",Running,"171.59","57.663202","11.688165"
00:00:23,"-2,451.11","-8,972.73",Running,"74.94","57.642489","11.664523","-1,047.41","-6,681.46",Running,"171.62","57.663150","11.688181"
00:00:24,"-2,444.87","-8,971.77",Running,"74.88","57.642497","11.664628","-1,046.45","-6,687.25",Running,"171.65","57.663098","11.688197"
00:00:25,"-2,438.71","-8,970.84",Running,"74.83","57.642506","11.664732","-1,045.50","-6,693.03",Running,"171.67","57.663046","11.688213"
00:00:26,"-2,432.64","-8,969.92",Running,"74.77","57.642514","11.664834","-1,044.55","-6,698.82",Running,"171.70","57.662994","11.688229"
00:00:27,"-2,426.65","-8,969.03",Running,"74.71","57.642522","11.664935","-1,043.60","-6,704.61",Running,"171.73","57.662942","11.688245"
00:00:28,"-2,420.75","-8,968.15",Running,"74.65","57.642530","11.665035","-1,042.66","-6,710.41",Running,"171.75","57.662889","11.688261"
00:00:29,"-2,414.92","-8,967.29",Running,"74.59","57.642538","11.665133","-1,041.72","-6,716.22",Running,"171.78","57.662837","11.688277"
00:00:30,"-2,409.17","-8,966.45",Running,"74.52","57.642545","11.665230","-1,040.77","-6,722.04",Running,"171.81","57.662784","11.688292"
00:00:31,"-2,403.50","-8,965.63",Running,"74.45","57.642553","11.665325","-1,039.83","-6,727.87",Running,"171.83","57.662732","11.688308"
00:00:32,"-2,397.92","-8,964.82",Running,"74.38","57.642560","11.665420","-1,038.89","-6,733.72",Running,"171.86","57.662679","11.688324"
00:00:33,"-2,392.41","-8,964.03",Running,"74.31","57.642567","11.665512","-1,037.94","-6,739.59",Running,"171.88","57.662626","11.688340"
00:00:34,"-2,386.97","-8,963.26",Running,"74.24","57.642574","11.665604","-1,037.00","-6,745.46",Running,"171.90","57.662573","11.688356"
00:00:35,"-2,381.62","-8,962.50",Running,"74.16","57.642581","11.665694","-1,036.06","-6,751.35",Running,"171.93","57.662520","11.688372"
00:00:36,"-2,376.35","-8,961.77",Running,"74.08","57.642587","11.665783","-1,035.13","-6,757.25",Running,"171.95","57.662467","11.688388"
00:00:37,"-2,371.15","-8,961.05",Running,"74.00","57.642594","11.665871","-1,034.19","-6,763.17",Running,"171.97","57.662414","11.688403"
00:00:38,"-2,366.04","-8,960.35",Running,"73.92","57.642600","11.665957","-1,033.25","-6,769.10",Running,"171.99","57.662360","11.688419"
00:00:39,"-2,361.00","-8,959.67",Running,"73.83","57.642606","11.666042","-1,032.32","-6,775.04",Running,"172.01","57.662307","11.688435"
00:00:40,"-2,356.05","-8,959.01",Running,"73.74","57.642612","11.666125","-1,031.38","-6,780.99",Running,"172.03","57.662253","11.688451"
00:00:41,"-2,351.18","-8,958.36",Running,"73.65","57.642618","11.666207","-1,030.44","-6,786.96",Running,"172.05","57.662199","11.688467"
00:00:42,"-2,346.38","-8,957.74",Running,"73.55","57.642624","11.666288","-1,029.51","-6,792.94",Running,"172.07","57.662145","11.688482"
00:00:43,"-2,341.67","-8,957.13",Running,"73.46","57.642629","11.666368","-1,028.58","-6,798.93",Running,"172.08","57.662091","11.688498"
00:00:44,"-2,337.03","-8,956.54",Running,"73.36","57.642635","11.666446","-1,027.65","-6,804.93",Running,"172.10","57.662037","11.688514"
00:00:45,"-2,332.47","-8,955.97",Running,"73.25","57.642640","11.666523","-1,026.72","-6,810.95",Running,"172.12","57.661983","11.688529"
00:00:46,"-2,327.98","-8,955.42",Running,"73.15","57.642645","11.666598","-1,025.79","-6,816.98",Running,"172.13","57.661929","11.688545"
00:00:47,"-2,323.57","-8,954.88",Running,"73.05","57.642650","11.666673","-1,024.86","-6,823.03",Running,"172.15","57.661874","11.688561"
00:00:48,"-2,319.24","-8,954.37",Running,"72.95","57.642654","11.666746","-1,023.93","-6,829.09",Running,"172.16","57.661819","11.688576"
00:00:49,"-2,314.98","-8,953.86",Running,"72.85","57.642659","11.666817","-1,023.00","-6,835.18",Running,"172.18","57.661764","11.688592"
00:00:50,"-2,310.78","-8,953.38",Running,"72.75","57.642663","11.666888","-1,022.07","-6,841.29",Running,"172.19","57.661709","11.688608"
00:00:51,"-2,306.66","-8,952.91",Running,"72.65","57.642667","11.666958","-1,021.15","-6,847.42",Running,"172.21","57.661654","11.688623"
00:00:52,"-2,302.61","-8,952.47",Running,"72.55","57.642671","11.667026","-1,020.21","-6,853.57",Running,"172.22","57.661599","11.688639"
00:00:53,"-2,298.63","-8,952.04",Running,"72.44","57.642675","11.667093","-1,019.29","-6,859.74",Running,"172.23","57.661543","11.688655"
00:00:54,"-2,294.71","-8,951.63",Running,"72.32","57.642679","11.667159","-1,018.37","-6,865.93",Running,"172.24","57.661487","11.688670"
00:00:55,"-2,290.86","-8,951.25",Running,"72.19","57.642682","11.667224","-1,017.44","-6,872.13",Running,"172.26","57.661431","11.688686"
00:00:56,"-2,287.07","-8,950.88",Running,"72.05","57.642686","11.667288","-1,016.52","-6,878.36",Running,"172.27","57.661375","11.688701"
00:00:57,"-2,283.35","-8,950.54",Running,"71.89","57.642689","11.667351","-1,015.60","-6,884.60",Running,"172.28","57.661319","11.688717"
00:00:58,"-2,279.69","-8,950.22",Running,"71.72","57.642692","11.667412","-1,014.67","-6,890.86",Running,"172.29","57.661262","11.688732"
00:00:59,"-2,276.09","-8,949.91",Running,"71.53","57.642694","11.667473","-1,013.75","-6,897.15",Running,"172.29","57.661206","11.688748"
00:01:00,"-2,272.56","-8,949.62",Running,"71.33","57.642697","11.667532","-1,012.83","-6,903.44",Running,"172.30","57.661149","11.688763"
00:01:01,"-2,269.08","-8,949.36",Running,"71.12","57.642699","11.667591","-1,011.91","-6,909.76",Running,"172.31","57.661092","11.688779"
00:01:02,"-2,265.67","-8,949.11",Running,"70.89","57.642702","11.667648","-1,010.98","-6,916.09",Running,"172.31","57.661035","11.688795"
00:01:03,"-2,262.32","-8,948.88",Running,"70.66","57.642704","11.667705","-1,010.06","-6,922.44",Running,"172.32","57.660978","11.688810"
00:01:04,"-2,259.03","-8,948.67",Running,"70.41","57.642706","11.667760","-1,009.14","-6,928.81",Running,"172.32","57.660920","11.688826"
00:01:05,"-2,255.80","-8,948.48",Running,"70.16","57.642707","11.667815","-1,008.21","-6,935.19",Running,"172.32","57.660863","11.688841"
00:01:06,"-2,252.63","-8,948.30",Running,"69.90","57.642709","11.667868","-1,007.29","-6,941.59",Running,"172.33","57.660805","11.688857"
00:01:07,"-2,249.52","-8,948.14",Running,"69.64","57.642710","11.667921","-1,006.37","-6,948.01",Running,"172.33","57.660747","11.688872"
00:01:08,"-2,246.46","-8,947.99",Running,"69.38","57.642712","11.667972","-1,005.44","-6,954.44",Running,"172.33","57.660689","11.688888"
00:01:09,"-2,243.47","-8,947.87",Running,"69.11","57.642713","11.668023","-1,004.52","-6,960.89",Running,"172.33","57.660631","11.688903"
00:01:10,"-2,240.53","-8,947.75",Running,"68.84","57.642714","11.668072","-1,003.60","-6,967.35",Running,"172.33","57.660573","11.688919"
00:01:11,"-2,237.64","-8,947.66",Running,"68.58","57.642715","11.668121","-1,002.67","-6,973.83",Running,"172.33","57.660514","11.688935"
00:01:12,"-2,234.81","-8,947.58",Running,"68.32","57.642716","11.668168","-1,001.75","-6,980.33",Running,"172.33","57.660456","11.688950"
00:01:13,"-2,232.04","-8,947.51",Running,"68.06","57.642716","11.668215","-1,000.83","-6,986.84",Running,"172.32","57.660397","11.688966"
00:01:14,"-2,229.32","-8,947.46",Running,"67.80","57.642717","11.668261","-999.90","-6,993.36",Running,"172.32","57.660338","11.688981"
00:01:15,"-2,226.65","-8,947.42",Running,"67.55","57.642717","11.668306","-998.98","-6,999.90",Running,"172.32","57.660279","11.688997"
00:01:16,"-2,224.04","-8,947.40",Running,"67.30","57.642717","11.668350","-998.06","-7,006.46",Running,"172.31","57.660220","11.689012"
00:01:17,"-2,221.48","-8,947.39",Running,"67.05","57.642717","11.668393","-997.13","-7,013.03",Running,"172.31","57.660161","11.689028"
00:01:18,"-2,218.97","-8,947.40",Running,"66.80","57.642717","11.668436","-996.21","-7,019.61",Running,"172.30","57.660102","11.689044"
00:01:19,"-2,216.51","-8,947.41",Running,"66.55","57.642717","11.668477","-995.28","-7,026.21",Running,"172.30","57.660042","11.689059"
00:01:20,"-2,214.10","-8,947.44",Running,"66.31","57.642717","11.668518","-994.36","-7,032.82",Running,"172.29","57.659983","11.689075"
00:01:21,"-2,211.75","-8,947.49",Running,"66.07","57.642716","11.668557","-993.43","-7,039.45",Running,"172.28","57.659923","11.689090"
00:01:22,"-2,209.44","-8,947.54",Running,"65.82","57.642716","11.668596","-992.50","-7,046.09",Running,"172.27","57.659863","11.689106"
00:01:23,"-2,207.18","-8,947.61",Running,"65.58","57.642715","11.668634","-991.57","-7,052.74",Running,"172.26","57.659803","11.689122"
00:01:24,"-2,204.98","-8,947.69",Running,"65.34","57.642714","11.668671","-990.64","-7,059.40",Running,"172.25","57.659743","11.689137"
00:01:25,"-2,202.82","-8,947.78",Running,"65.11","57.642714","11.668708","-989.71","-7,066.08",Running,"172.25","57.659683","11.689153"
00:01:26,"-2,200.71","-8,947.89",Running,"64.88","57.642713","11.668743","-988.78","-7,072.77",Running,"172.24","57.659622","11.689169"
00:01:27,"-2,198.65","-8,948.01",Running,"64.65","57.642712","11.668778","-987.84","-7,079.47",Running,"172.22","57.659562","11.689185"
00:01:28,"-2,196.63","-8,948.14",Running,"64.43","57.642710","11.668812","-986.91","-7,086.18",Running,"172.21","57.659501","11.689200"
00:01:29,"-2,194.66","-8,948.28",Running,"64.21","57.642709","11.668845","-985.98","-7,092.91",Running,"172.20","57.659441","11.689216"
00:01:30,"-2,192.73","-8,948.44",Running,"63.99","57.642708","11.668878","-985.04","-7,099.64",Running,"172.19","57.659380","11.689232"
00:01:31,"-2,190.85","-8,948.61",Running,"63.77","57.642706","11.668909","-984.10","-7,106.39",Running,"172.18","57.659319","11.689248"
00:01:32,"-2,189.01","-8,948.80",Running,"63.56","57.642705","11.668941","-983.17","-7,113.15",Running,"172.17","57.659258","11.689263"
00:01:33,"-2,187.20","-8,948.99",Running,"63.35","57.642703","11.668971","-982.23","-7,119.92",Running,"172.15","57.659197","11.689279"
00:01:34,"-2,185.42","-8,949.19",Running,"63.14","57.642701","11.669001","-981.29","-7,126.70",Running,"172.14","57.659136","11.689295"
00:01:35,"-2,183.67","-8,949.40",Running,"62.93","57.642699","11.669030","-980.35","-7,133.49",Running,"172.13","57.659075","11.689311"
00:01:36,"-2,181.95","-8,949.61",Running,"62.72","57.642697","11.669059","-979.40","-7,140.29",Running,"172.11","57.659014","11.689327"
00:01:37,"-2,180.25","-8,949.83",Running,"62.52","57.642695","11.669088","-978.46","-7,147.10",Running,"172.10","57.658952","11.689343"
00:01:38,"-2,178.56","-8,950.05",Running,"62.32","57.642693","11.669117","-977.51","-7,153.92",Running,"172.08","57.658891","11.689359"
00:01:39,"-2,176.88","-8,950.27",Running,"62.11","57.642691","11.669145","-976.56","-7,160.75",Running,"172.07","57.658829","11.689375"
00:01:40,"-2,175.22","-8,950.48",Running,"61.91","57.642689","11.669173","-975.61","-7,167.60",Running,"172.05","57.658767","11.689391"
00:01:41,"-2,173.56","-8,950.70",Running,"61.71","57.642687","11.669201","-974.66","-7,174.45",Running,"172.04","57.658706","11.689407"
00:01:42,"-2,171.90","-8,950.91",Running,"61.51","57.642685","11.669229","-973.71","-7,181.31",Running,"172.02","57.658644","11.689423"
00:01:43,"-2,170.24","-8,951.11",Running,"61.32","57.642684","11.669257","-972.75","-7,188.18",Running,"172.01","57.658582","11.689439"
00:01:44,"-2,168.58","-8,951.30",Running,"61.12","57.642682","11.669285","-971.80","-7,195.06",Running,"171.99","57.658520","11.689455"
00:01:45,"-2,166.92","-8,951.49",Running,"60.92","57.642680","11.669313","-970.84","-7,201.95",Running,"171.97","57.658458","11.689471"
00:01:46,"-2,165.24","-8,951.66",Running,"60.72","57.642679","11.669341","-969.87","-7,208.85",Running,"171.95","57.658395","11.689487"
00:01:47,"-2,163.56","-8,951.82",Running,"60.53","57.642677","11.669369","-968.91","-7,215.76",Running,"171.94","57.658333","11.689504"
00:01:48,"-2,161.85","-8,951.97",Running,"60.33","57.642676","11.669398","-967.95","-7,222.68",Running,"171.92","57.658271","11.689520"
00:01:49,"-2,160.14","-8,952.10",Running,"60.13","57.642675","11.669427","-966.98","-7,229.61",Running,"171.90","57.658208","11.689536"
00:01:50,"-2,158.40","-8,952.22",Running,"59.94","57.642674","11.669456","-966.01","-7,236.54",Running,"171.88","57.658146","11.689552"
00:01:51,"-2,156.65","-8,952.32",Running,"59.74","57.642673","11.669486","-965.04","-7,243.49",Running,"171.87","57.658083","11.689569"
00:01:52,"-2,154.88","-8,952.40",Running,"59.54","57.642672","11.669516","-964.07","-7,250.44",Running,"171.85","57.658021","11.689585"
00:01:53,"-2,153.09","-8,952.46",Running,"59.35","57.642671","11.669546","-963.09","-7,257.40",Running,"171.83","57.657958","11.689602"
00:01:54,"-2,151.29","-8,952.51",Running,"59.15","57.642671","11.669576","-962.11","-7,264.37",Running,"171.81","57.657895","11.689618"
00:01:55,"-2,149.46","-8,952.53",Running,"58.96","57.642671","11.669607","-961.13","-7,271.35",Running,"171.79","57.657832","11.689635"
00:01:56,"-2,147.61","-8,952.54",Running,"58.76","57.642671","11.669638","-960.15","-7,278.34",Running,"171.78","57.657769","11.689651"
00:01:57,"-2,145.73","-8,952.52",Running,"58.55","57.642671","11.669670","-959.16","-7,285.33",Running,"171.76","57.657706","11.689668"
00:01:58,"-2,143.82","-8,952.49",Running,"58.34","57.642671","11.669702","-958.17","-7,292.33",Running,"171.74","57.657643","11.689685"
00:01:59,"-2,141.88","-8,952.44",Running,"58.11","57.642672","11.669735","-957.18","-7,299.34",Running,"171.72","57.657580","11.689701"
00:02:00,"-2,139.91","-8,952.36",Running,"57.86","57.642672","11.669768","-956.19","-7,306.36",Running,"171.70","57.657516","11.689718"
00:02:01,"-2,137.89","-8,952.26",Running,"57.58","57.642673","11.669802","-955.19","-7,313.38",Running,"171.68","57.657453","11.689735"
00:02:02,"-2,135.84","-8,952.14",Running,"57.28","57.642674","11.669837","-954.19","-7,320.42",Running,"171.66","57.657390","11.689752"
00:02:03,"-2,133.75","-8,952.00",Running,"56.94","57.642676","11.669872","-953.19","-7,327.46",Running,"171.64","57.657326","11.689769"
00:02:04,"-2,131.62","-8,951.84",Running,"56.57","57.642677","11.669908","-952.19","-7,334.50",Running,"171.62","57.657263","11.689785"
00:02:05,"-2,129.45","-8,951.65",Running,"56.15","57.642679","11.669944","-951.18","-7,341.56",Running,"171.61","57.657199","11.689802"
00:02:06,"-2,127.24","-8,951.44",Running,"55.69","57.642681","11.669982","-950.17","-7,348.62",Running,"171.59","57.657135","11.689819"
00:02:07,"-2,124.99","-8,951.20",Running,"55.20","57.642683","11.670019","-949.16","-7,355.69",Running,"171.57","57.657072","11.689836"
00:02:08,"-2,122.69","-8,950.93",Running,"54.65","57.642685","11.670058","-948.15","-7,362.76",Running,"171.55","57.657008","11.689854"
00:02:09,"-2,120.35","-8,950.63",Running,"54.07","57.642688","11.670098","-947.13","-7,369.84",Running,"171.53","57.656944","11.689871"
00:02:10,"-2,117.97","-8,950.30",Running,"53.44","57.642691","11.670138","-946.11","-7,376.93",Running,"171.51","57.656880","11.689888"
00:02:11,"-2,115.54","-8,949.93",Running,"52.78","57.642694","11.670179","-945.09","-7,384.03",Running,"171.49","57.656816","11.689905"
00:02:12,"-2,113.08","-8,949.52",Running,"52.09","57.642698","11.670220","-944.06","-7,391.13",Running,"171.48","57.656752","11.689922"
00:02:13,"-2,110.59","-8,949.07",Running,"51.37","57.642702","11.670262","-943.03","-7,398.24",Running,"171.46","57.656688","11.689940"
00:02:14,"-2,108.06","-8,948.58",Running,"50.63","57.642706","11.670305","-942.00","-7,405.35",Running,"171.44","57.656624","11.689957"
00:02:15,"-2,105.49","-8,948.06",Running,"49.86","57.642711","11.670348","-940.97","-7,412.47",Running,"171.42","57.656560","11.689975"
00:02:16,"-2,102.90","-8,947.49",Running,"49.08","57.642716","11.670392","-939.93","-7,419.60",Running,"171.40","57.656495","11.689992"
00:02:17,"-2,100.28","-8,946.88",Running,"48.28","57.642722","11.670436","-938.89","-7,426.73",Running,"171.39","57.656431","11.690010"
00:02:18,"-2,097.63","-8,946.22",Running,"47.47","57.642728","11.670481","-937.85","-7,433.87",Running,"171.37","57.656367","11.690027"
00:02:19,"-2,094.96","-8,945.53",Running,"46.64","57.642734","11.670526","-936.80","-7,441.01",Running,"171.35","57.656302","11.690045"
00:02:20,"-2,092.28","-8,944.78",Running,"45.82","57.642741","11.670571","-935.76","-7,448.16",Running,"171.33","57.656238","11.690062"
00:02:21,"-2,089.57","-8,943.98",Running,"44.98","57.642748","11.670616","-934.71","-7,455.32",Running,"171.32","57.656173","11.690080"
00:02:22,"-2,086.85","-8,943.14",Running,"44.14","57.642756","11.670662","-933.65","-7,462.48",Running,"171.30","57.656109","11.690098"
00:02:23,"-2,084.12","-8,942.24",Running,"43.29","57.642764","11.670708","-932.60","-7,469.65",Running,"171.28","57.656044","11.690116"
00:02:24,"-2,081.37","-8,941.30",Running,"42.45","57.642772","11.670755","-931.53","-7,476.82",Running,"171.27","57.655979","11.690134"
00:02:25,"-2,078.61","-8,940.30",Running,"41.60","57.642781","11.670801","-930.46","-7,484.00",Running,"171.27","57.655915","11.690152"
00:02:26,"-2,075.85","-8,939.25",Running,"40.74","57.642791","11.670848","-929.38","-7,491.18",Running,"171.29","57.655850","11.690170"
00:02:27,"-2,073.09","-8,938.15",Running,"39.89","57.642800","11.670894","-928.29","-7,498.36",Running,"171.32","57.655785","11.690188"
00:02:28,"-2,070.32","-8,937.00",Running,"39.04","57.642811","11.670941","-927.19","-7,505.55",Running,"171.39","57.655720","11.690207"
00:02:29,"-2,067.55","-8,935.79",Running,"38.19","57.642822","11.670988","-926.08","-7,512.74",Running,"171.49","57.655655","11.690226"
00:02:30,"-2,064.78","-8,934.53",Running,"37.33","57.642833","11.671034","-924.95","-7,519.93",Running,"171.63","57.655591","11.690245"
00:02:31,"-2,062.01","-8,933.22",Running,"36.48","57.642845","11.671081","-923.81","-7,527.12",Running,"171.80","57.655526","11.690264"
00:02:32,"-2,059.25","-8,931.85",Running,"35.62","57.642857","11.671127","-922.67","-7,534.32",Running,"171.99","57.655461","11.690283"
00:02:33,"-2,056.49","-8,930.42",Running,"34.77","57.642870","11.671174","-921.54","-7,541.51",Running,"172.19","57.655396","11.690302"
00:02:34,"-2,053.74","-8,928.94",Running,"33.91","57.642884","11.671220","-920.41","-7,548.72",Running,"172.39","57.655331","11.690321"
00:02:35,"-2,051.00","-8,927.40",Running,"33.05","57.642897","11.671266","-919.29","-7,555.92",Running,"172.59","57.655266","11.690340"
00:02:36,"-2,048.27","-8,925.81",Running,"32.20","57.642912","11.671313","-918.17","-7,563.13",Running,"172.79","57.655201","11.690359"
00:02:37,"-2,045.55","-8,924.16",Running,"31.34","57.642927","11.671358","-917.06","-7,570.35",Running,"172.99","57.655136","11.690377"
00:02:38,"-2,042.85","-8,922.46",Running,"30.48","57.642942","11.671404","-915.95","-7,577.56",Running,"173.19","57.655071","11.690396"
00:02:39,"-2,040.16","-8,920.71",Running,"29.63","57.642958","11.671449","-914.85","-7,584.78",Running,"173.39","57.655006","11.690415"
00:02:40,"-2,037.50","-8,918.90",Running,"28.77","57.642974","11.671494","-913.75","-7,592.01",Running,"173.59","57.654941","11.690433"
00:02:41,"-2,034.85","-8,917.04",Running,"27.92","57.642991","11.671539","-912.66","-7,599.24",Running,"173.79","57.654876","11.690452"
00:02:42,"-2,032.22","-8,915.12",Running,"27.06","57.643008","11.671583","-911.58","-7,606.47",Running,"173.99","57.654810","11.690470"
00:02:43,"-2,029.61","-8,913.15",Running,"26.20","57.643026","11.671627","-910.51","-7,613.71",Running,"174.19","57.654745","11.690488"
00:02:44,"-2,027.03","-8,911.12",Running,"25.35","57.643044","11.671670","-909.46","-7,620.95",Running,"174.38","57.654680","11.690506"
00:02:45,"-2,024.48","-8,909.05",Running,"24.49","57.643063","11.671713","-908.41","-7,628.19",Running,"174.58","57.654614","11.690523"
00:02:46,"-2,021.95","-8,906.92",Running,"23.63","57.643082","11.671756","-907.38","-7,635.44",Running,"174.77","57.654549","11.690541"
00:02:47,"-2,019.45","-8,904.73",Running,"22.77","57.643102","11.671798","-906.37","-7,642.69",Running,"174.96","57.654484","11.690558"
00:02:48,"-2,016.99","-8,902.50",Running,"21.91","57.643122","11.671840","-905.37","-7,649.95",Running,"175.14","57.654418","11.690575"
00:02:49,"-2,014.56","-8,900.23",Running,"21.06","57.643143","11.671881","-904.38","-7,657.21",Running,"175.33","57.654353","11.690591"
00:02:50,"-2,012.16","-8,897.90",Running,"20.21","57.643164","11.671921","-903.42","-7,664.48",Running,"175.51","57.654287","11.690607"
00:02:51,"-2,009.80","-8,895.53",Running,"19.36","57.643185","11.671961","-902.47","-7,671.75",Running,"175.69","57.654222","11.690623"
00:02:52,"-2,007.47","-8,893.11",Running,"18.52","57.643207","11.672000","-901.54","-7,679.02",Running,"175.87","57.654156","11.690639"
00:02:53,"-2,005.19","-8,890.65",Running,"17.67","57.643229","11.672039","-900.62","-7,686.30",Running,"176.05","57.654091","11.690655"
00:02:54,"-2,002.94","-8,888.15",Running,"16.83","57.643252","11.672076","-899.73","-7,693.58",Running,"176.22","57.654025","11.690670"
00:02:55,"-2,000.73","-8,885.60",Running,"15.98","57.643275","11.672114","-898.85","-7,700.86",Running,"176.39","57.653959","11.690684"
00:02:56,"-1,998.56","-8,882.99",Running,"15.12","57.643298","11.672150","-898.00","-7,708.15",Running,"176.56","57.653893","11.690699"
00:02:57,"-1,996.43","-8,880.35",Running,"14.27","57.643322","11.672186","-897.16","-7,715.45",Running,"176.72","57.653828","11.690713"
00:02:58,"-1,994.34","-8,877.66",Running,"13.41","57.643346","11.672221","-896.34","-7,722.75",Running,"176.88","57.653762","11.690727"
00:02:59,"-1,992.29","-8,874.92",Running,"12.55","57.643371","11.672256","-895.54","-7,730.05",Running,"177.04","57.653696","11.690740"
00:03:00,"-1,990.29","-8,872.14",Running,"11.69","57.643396","11.672290","-894.76","-7,737.35",Running,"177.20","57.653630","11.690753"
00:03:01,"-1,988.33","-8,869.32",Running,"10.82","57.643421","11.672323","-894.00","-7,744.66",Running,"177.35","57.653564","11.690766"
00:03:02,"-1,986.42","-8,866.45",Running,"9.95","57.643447","11.672355","-893.26","-7,751.98",Running,"177.50","57.653498","11.690779"
00:03:03,"-1,984.56","-8,863.55",Running,"9.08","57.643473","11.672386","-892.54","-7,759.29",Running,"177.65","57.653432","11.690791"
00:03:04,"-1,982.74","-8,860.60",Running,"8.20","57.643500","11.672417","-891.84","-7,766.61",Running,"177.79","57.653366","11.690803"
00:03:05,"-1,980.97","-8,857.61",Running,"7.32","57.643527","11.672447","-891.16","-7,773.94",Running,"177.93","57.653300","11.690814"
00:03:06,"-1,979.25","-8,854.59",Running,"6.44","57.643554","11.672476","-890.50","-7,781.27",Running,"178.07","57.653234","11.690825"
00:03:07,"-1,977.59","-8,851.52",Running,"5.56","57.643582","11.672504","-889.86","-7,788.60",Running,"178.20","57.653168","11.690836"
00:03:08,"-1,975.97","-8,848.42",Running,"4.67","57.643610","11.672531","-889.23","-7,795.93",Running,"178.33","57.653102","11.690846"
