OS: ASD tug 1 (bp 53t)
Trainee: 
Exercise name: PrepareShips_Scenario_2
Area: Swedish West Coast 931
Exercise start time: 12:00:00
Exercise date: 4/25/2022
Step (sec): 1
Model version: 2.166.1432.169 / 0.0.0.0 / 2.93.3592.0 / 2.31.2.0

time,ALPHA Local position X,ALPHA Local position Y,ALPHA Ship state,ALPHA Heading,ALPHA Latitude,ALPHA Longitude,VTS SEGOT Local position X,VTS SEGOT Local position Y,VTS SEGOT Ship state,VTS SEGOT Heading,VTS SEGOT Latitude,VTS SEGOT Longitude,BRAVO Local position X,BRAVO Local position Y,BRAVO Ship state,BRAVO Heading,BRAVO Latitude,BRAVO Longitude,CHARLIE Local position X,CHARLIE Local position Y,CHARLIE Ship state,CHARLIE Heading,CHARLIE Latitude,CHARLIE Longitude
,meters,meters,,degrees,,,meters,meters,,degrees,,,meters,meters,,degrees,,,meters,meters,,degrees,,
00:00:00,"9,580.07","-3,663.22",Running,"18.00","57.690349","11.867293","10,869.01","-4,163.34",Running,"0.00","57.685844","11.889016","4,639.10","-6,253.42",Running,"45.00","57.667009","11.784019","2,356.73","-5,220.51",Running,"84.00","57.676318","11.745553"
00:00:01,"9,580.12","-3,663.10",Running,"18.00","57.690350","11.867294","10,868.64","-4,163.21",Running,"0.00","57.685845","11.889010","4,643.40","-6,248.77",Running,"45.01","57.667051","11.784092","2,363.06","-5,219.79",Running,"84.01","57.676325","11.745660"
00:00:02,"9,580.17","-3,662.96",Running,"17.99","57.690352","11.867294","10,868.23","-4,163.07",Running,"359.95","57.685846","11.889003","4,648.45","-6,243.29",Running,"45.03","57.667100","11.784177","2,370.52","-5,218.93",Running,"84.02","57.676332","11.745785"
00:00:03,"9,580.22","-3,662.82",Running,"17.98","57.690353","11.867295","10,867.93","-4,162.92",Running,"359.79","57.685848","11.888998","4,653.45","-6,237.81",Running,"45.08","57.667149","11.784261","2,377.94","-5,218.05",Running,"84.05","57.676340","11.745910"
00:00:04,"9,580.26","-3,662.66",Running,"17.94","57.690354","11.867296","10,867.70","-4,162.76",Running,"359.47","57.685849","11.888994","4,658.44","-6,232.34",Running,"45.16","57.667199","11.784345","2,385.35","-5,217.16",Running,"84.09","57.676348","11.746035"
00:00:05,"9,580.30","-3,662.50",Running,"17.89","57.690356","11.867297","10,867.43","-4,162.60",Running,"359.05","57.685850","11.888990","4,663.40","-6,226.88",Running,"45.26","57.667248","11.784429","2,392.72","-5,216.24",Running,"84.14","57.676357","11.746159"
00:00:06,"9,580.33","-3,662.32",Running,"17.81","57.690357","11.867297","10,867.09","-4,162.45",Running,"358.60","57.685852","11.888984","4,668.32","-6,221.45",Running,"45.40","57.667297","11.784512","2,400.05","-5,215.32",Running,"84.20","57.676365","11.746283"
00:00:07,"9,580.36","-3,662.14",Running,"17.69","57.690359","11.867298","10,866.73","-4,162.29",Running,"358.14","57.685853","11.888978","4,673.22","-6,216.04",Running,"45.56","57.667346","11.784594","2,407.34","-5,214.39",Running,"84.26","57.676373","11.746406"
00:00:08,"9,580.38","-3,661.96",Running,"17.55","57.690361","11.867298","10,866.41","-4,162.13",Running,"357.65","57.685855","11.888972","4,678.10","-6,210.67",Running,"45.75","57.667394","11.784676","2,414.58","-5,213.47",Running,"84.34","57.676382","11.746528"
00:00:09,"9,580.39","-3,661.77",Running,"17.37","57.690362","11.867298","10,866.11","-4,161.96",Running,"357.11","57.685856","11.888967","4,682.94","-6,205.34",Running,"45.95","57.667442","11.784758","2,421.78","-5,212.55",Running,"84.42","57.676390","11.746649"
00:00:10,"9,580.40","-3,661.59",Running,"17.15","57.690364","11.867298","10,865.80","-4,161.80",Running,"356.53","57.685858","11.888962","4,687.76","-6,200.04",Running,"46.17","57.667490","11.784839","2,428.92","-5,211.64",Running,"84.50","57.676398","11.746770"
00:00:11,"9,580.41","-3,661.40",Running,"16.91","57.690366","11.867298","10,865.47","-4,161.63",Running,"355.94","57.685859","11.888956","4,692.55","-6,194.79",Running,"46.40","57.667537","11.784920","2,436.02","-5,210.74",Running,"84.59","57.676406","11.746889"
00:00:12,"9,580.41","-3,661.20",Running,"16.64","57.690367","11.867298","10,865.11","-4,161.47",Running,"355.34","57.685861","11.888950","4,697.32","-6,189.57",Running,"46.64","57.667584","11.785000","2,443.07","-5,209.86",Running,"84.68","57.676414","11.747008"
00:00:13,"9,580.40","-3,661.01",Running,"16.34","57.690369","11.867298","10,864.77","-4,161.30",Running,"354.73","57.685862","11.888945","4,702.07","-6,184.39",Running,"46.90","57.667631","11.785081","2,450.07","-5,208.99",Running,"84.78","57.676422","11.747126"
00:00:14,"9,580.40","-3,660.82",Running,"16.04","57.690371","11.867298","10,864.44","-4,161.13",Running,"354.10","57.685864","11.888939","4,706.79","-6,179.25",Running,"47.16","57.667677","11.785160","2,457.03","-5,208.13",Running,"84.88","57.676430","11.747243"
00:00:15,"9,580.46","-3,660.66",Running,"15.79","57.690372","11.867299","10,864.11","-4,160.96",Running,"353.45","57.685865","11.888933","4,711.50","-6,174.14",Running,"47.44","57.667723","11.785239","2,463.94","-5,207.29",Running,"84.98","57.676437","11.747360"
00:00:16,"9,580.60","-3,660.54",Running,"15.64","57.690373","11.867302","10,863.76","-4,160.79",Running,"352.79","57.685867","11.888928","4,716.19","-6,169.08",Running,"47.73","57.667769","11.785318","2,470.81","-5,206.46",Running,"85.08","57.676445","11.747475"
00:00:17,"9,580.75","-3,660.44",Running,"15.52","57.690374","11.867304","10,863.40","-4,160.61",Running,"352.12","57.685868","11.888922","4,720.85","-6,164.05",Running,"48.04","57.667814","11.785397","2,477.63","-5,205.64",Running,"85.19","57.676452","11.747591"
00:00:18,"9,580.90","-3,660.35",Running,"15.40","57.690375","11.867307","10,863.05","-4,160.44",Running,"351.45","57.685870","11.888916","4,725.50","-6,159.07",Running,"48.35","57.667859","11.785475","2,484.41","-5,204.83",Running,"85.29","57.676460","11.747705"
00:00:19,"9,581.04","-3,660.27",Running,"15.29","57.690376","11.867309","10,862.69","-4,160.27",Running,"350.76","57.685872","11.888910","4,730.14","-6,154.13",Running,"48.68","57.667904","11.785554","2,491.15","-5,204.04",Running,"85.40","57.676467","11.747818"
00:00:20,"9,581.17","-3,660.19",Running,"15.20","57.690377","11.867311","10,862.34","-4,160.10",Running,"350.06","57.685873","11.888904","4,734.76","-6,149.23",Running,"49.01","57.667948","11.785631","2,497.85","-5,203.25",Running,"85.52","57.676474","11.747931"
00:00:21,"9,581.31","-3,660.11",Running,"15.11","57.690377","11.867314","10,861.98","-4,159.92",Running,"349.35","57.685875","11.888898","4,739.36","-6,144.37",Running,"49.36","57.667992","11.785709","2,504.51","-5,202.48",Running,"85.63","57.676481","11.748044"
00:00:22,"9,581.44","-3,660.04",Running,"15.03","57.690378","11.867316","10,861.61","-4,159.75",Running,"348.63","57.685876","11.888891","4,743.96","-6,139.56",Running,"49.72","57.668035","11.785787","2,511.13","-5,201.72",Running,"85.75","57.676488","11.748155"
00:00:23,"9,581.57","-3,659.98",Running,"14.95","57.690378","11.867318","10,861.24","-4,159.58",Running,"347.90","57.685878","11.888885","4,748.55","-6,134.79",Running,"50.10","57.668078","11.785864","2,517.71","-5,200.97",Running,"85.87","57.676494","11.748266"
00:00:24,"9,581.70","-3,659.93",Running,"14.86","57.690379","11.867320","10,860.87","-4,159.41",Running,"347.17","57.685879","11.888879","4,753.12","-6,130.06",Running,"50.48","57.668121","11.785941","2,524.25","-5,200.23",Running,"85.99","57.676501","11.748376"
00:00:25,"9,581.83","-3,659.88",Running,"14.77","57.690379","11.867322","10,860.50","-4,159.23",Running,"346.43","57.685881","11.888873","4,757.70","-6,125.38",Running,"50.87","57.668163","11.786018","2,530.76","-5,199.51",Running,"86.11","57.676507","11.748486"
00:00:26,"9,581.96","-3,659.85",Running,"14.69","57.690380","11.867325","10,860.13","-4,159.06",Running,"345.68","57.685882","11.888866","4,762.25","-6,120.75",Running,"51.28","57.668205","11.786095","2,537.22","-5,198.80",Running,"86.24","57.676514","11.748595"
00:00:27,"9,582.10","-3,659.82",Running,"14.60","57.690380","11.867327","10,859.75","-4,158.89",Running,"344.92","57.685884","11.888860","4,766.79","-6,116.16",Running,"51.69","57.668246","11.786171","2,543.66","-5,198.11",Running,"86.35","57.676520","11.748703"
00:00:28,"9,582.24","-3,659.80",Running,"14.52","57.690380","11.867329","10,859.37","-4,158.72",Running,"344.16","57.685885","11.888854","4,771.34","-6,111.62",Running,"52.12","57.668287","11.786248","2,550.05","-5,197.43",Running,"86.45","57.676526","11.748811"
00:00:29,"9,582.39","-3,659.80",Running,"14.46","57.690380","11.867332","10,858.99","-4,158.55",Running,"343.40","57.685887","11.888847","4,775.88","-6,107.13",Running,"52.55","57.668327","11.786324","2,556.42","-5,196.78",Running,"86.54","57.676532","11.748918"
00:00:30,"9,582.55","-3,659.80",Running,"14.42","57.690380","11.867335","10,858.60","-4,158.38",Running,"342.63","57.685889","11.888841","4,780.42","-6,102.68",Running,"53.00","57.668367","11.786401","2,562.74","-5,196.13",Running,"86.63","57.676538","11.749025"
00:00:31,"9,582.73","-3,659.82",Running,"14.39","57.690380","11.867337","10,858.22","-4,158.21",Running,"341.86","57.685890","11.888834","4,784.95","-6,098.29",Running,"53.45","57.668407","11.786477","2,569.03","-5,195.50",Running,"86.72","57.676544","11.749131"
00:00:32,"9,582.90","-3,659.85",Running,"14.38","57.690380","11.867340","10,857.83","-4,158.04",Running,"341.08","57.685892","11.888828","4,789.47","-6,093.95",Running,"53.91","57.668446","11.786553","2,575.29","-5,194.88",Running,"86.80","57.676549","11.749236"
00:00:33,"9,583.08","-3,659.88",Running,"14.39","57.690379","11.867344","10,857.44","-4,157.87",Running,"340.31","57.685893","11.888821","4,793.99","-6,089.65",Running,"54.38","57.668485","11.786630","2,581.52","-5,194.27",Running,"86.87","57.676555","11.749341"
00:00:34,"9,583.26","-3,659.93",Running,"14.41","57.690379","11.867347","10,857.06","-4,157.71",Running,"339.53","57.685895","11.888815","4,798.50","-6,085.41",Running,"54.85","57.668523","11.786706","2,587.71","-5,193.68",Running,"86.95","57.676560","11.749446"
00:00:35,"9,583.43","-3,659.97",Running,"14.43","57.690379","11.867349","10,856.67","-4,157.54",Running,"338.74","57.685896","11.888808","4,803.02","-6,081.22",Running,"55.34","57.668561","11.786782","2,593.88","-5,193.09",Running,"87.01","57.676565","11.749550"
00:00:36,"9,583.60","-3,660.03",Running,"14.45","57.690378","11.867352","10,856.27","-4,157.38",Running,"337.96","57.685898","11.888801","4,807.53","-6,077.08",Running,"55.82","57.668598","11.786858","2,600.01","-5,192.53",Running,"87.08","57.676570","11.749653"
00:00:37,"9,583.77","-3,660.09",Running,"14.47","57.690377","11.867355","10,855.88","-4,157.22",Running,"337.18","57.685899","11.888795","4,812.04","-6,072.99",Running,"56.32","57.668635","11.786934","2,606.11","-5,191.97",Running,"87.13","57.676575","11.749756"
00:00:38,"9,583.94","-3,660.16",Running,"14.49","57.690377","11.867358","10,855.49","-4,157.05",Running,"336.39","57.685900","11.888788","4,816.56","-6,068.96",Running,"56.82","57.668671","11.787010","2,612.18","-5,191.43",Running,"87.19","57.676580","11.749858"
00:00:39,"9,584.11","-3,660.24",Running,"14.51","57.690376","11.867361","10,855.09","-4,156.90",Running,"335.61","57.685902","11.888782","4,821.07","-6,064.98",Running,"57.33","57.668707","11.787086","2,618.22","-5,190.89",Running,"87.24","57.676585","11.749960"
00:00:40,"9,584.28","-3,660.32",Running,"14.52","57.690375","11.867364","10,854.69","-4,156.74",Running,"334.83","57.685903","11.888775","4,825.58","-6,061.05",Running,"57.84","57.668743","11.787162","2,624.23","-5,190.37",Running,"87.29","57.676590","11.750061"
00:00:41,"9,584.44","-3,660.40",Running,"14.54","57.690375","11.867366","10,854.29","-4,156.58",Running,"334.05","57.685905","11.888768","4,830.10","-6,057.18",Running,"58.36","57.668778","11.787238","2,630.21","-5,189.86",Running,"87.34","57.676594","11.750162"
00:00:42,"9,584.61","-3,660.49",Running,"14.54","57.690374","11.867369","10,853.89","-4,156.43",Running,"333.27","57.685906","11.888761","4,834.61","-6,053.36",Running,"58.89","57.668812","11.787314","2,636.16","-5,189.36",Running,"87.39","57.676599","11.750262"
00:00:43,"9,584.77","-3,660.59",Running,"14.53","57.690373","11.867372","10,853.48","-4,156.28",Running,"332.49","57.685908","11.888754","4,839.12","-6,049.59",Running,"59.42","57.668846","11.787390","2,642.09","-5,188.87",Running,"87.43","57.676603","11.750362"
00:00:44,"9,584.92","-3,660.68",Running,"14.49","57.690372","11.867375","10,853.07","-4,156.13",Running,"331.71","57.685909","11.888747","4,843.63","-6,045.88",Running,"59.95","57.668879","11.787466","2,647.99","-5,188.39",Running,"87.47","57.676608","11.750462"
00:00:45,"9,585.07","-3,660.79",Running,"14.45","57.690371","11.867377","10,852.66","-4,155.98",Running,"330.93","57.685910","11.888741","4,848.15","-6,042.23",Running,"60.50","57.668912","11.787542","2,653.86","-5,187.92",Running,"87.51","57.676612","11.750561"
00:00:46,"9,585.22","-3,660.89",Running,"14.39","57.690370","11.867380","10,852.25","-4,155.83",Running,"330.15","57.685912","11.888734","4,852.66","-6,038.63",Running,"61.04","57.668945","11.787618","2,659.70","-5,187.46",Running,"87.55","57.676616","11.750659"
00:00:47,"9,585.37","-3,661.00",Running,"14.31","57.690369","11.867382","10,851.84","-4,155.69",Running,"329.38","57.685913","11.888727","4,857.17","-6,035.09",Running,"61.59","57.668977","11.787695","2,665.51","-5,187.00",Running,"87.59","57.676620","11.750757"
00:00:48,"9,585.51","-3,661.12",Running,"14.22","57.690368","11.867384","10,851.42","-4,155.55",Running,"328.61","57.685914","11.888720","4,861.69","-6,031.62",Running,"62.13","57.669008","11.787771","2,671.30","-5,186.56",Running,"87.62","57.676624","11.750855"
00:00:49,"9,585.65","-3,661.24",Running,"14.12","57.690367","11.867387","10,851.01","-4,155.41",Running,"327.85","57.685915","11.888713","4,866.21","-6,028.20",Running,"62.67","57.669039","11.787847","2,677.07","-5,186.12",Running,"87.66","57.676628","11.750952"
00:00:50,"9,585.78","-3,661.36",Running,"14.00","57.690366","11.867389","10,850.59","-4,155.27",Running,"327.09","57.685917","11.888706","4,870.76","-6,024.85",Running,"63.19","57.669069","11.787923","2,682.81","-5,185.69",Running,"87.69","57.676632","11.751049"
00:00:51,"9,585.91","-3,661.49",Running,"13.87","57.690365","11.867391","10,850.18","-4,155.13",Running,"326.33","57.685918","11.888699","4,875.29","-6,021.55",Running,"63.69","57.669099","11.788000","2,688.52","-5,185.27",Running,"87.72","57.676636","11.751145"
00:00:52,"9,586.04","-3,661.63",Running,"13.73","57.690364","11.867393","10,849.76","-4,155.00",Running,"325.58","57.685919","11.888692","4,879.84","-6,018.32",Running,"64.18","57.669128","11.788077","2,694.21","-5,184.85",Running,"87.75","57.676640","11.751241"
00:00:53,"9,586.15","-3,661.77",Running,"13.58","57.690362","11.867395","10,849.34","-4,154.87",Running,"324.84","57.685920","11.888685","4,884.39","-6,015.14",Running,"64.65","57.669157","11.788153","2,699.87","-5,184.44",Running,"87.78","57.676643","11.751336"
00:00:54,"9,586.26","-3,661.93",Running,"13.41","57.690361","11.867397","10,848.91","-4,154.73",Running,"324.10","57.685921","11.888677","4,888.93","-6,012.03",Running,"65.09","57.669185","11.788230","2,705.51","-5,184.04",Running,"87.80","57.676647","11.751431"
00:00:55,"9,586.37","-3,662.08",Running,"13.23","57.690360","11.867399","10,848.49","-4,154.61",Running,"323.36","57.685923","11.888670","4,893.50","-6,008.97",Running,"65.51","57.669212","11.788307","2,711.13","-5,183.64",Running,"87.83","57.676650","11.751526"
00:00:56,"9,586.48","-3,662.25",Running,"13.04","57.690358","11.867401","10,848.07","-4,154.48",Running,"322.63","57.685924","11.888663","4,898.06","-6,005.97",Running,"65.91","57.669239","11.788384","2,716.72","-5,183.25",Running,"87.85","57.676654","11.751620"
00:00:57,"9,586.58","-3,662.42",Running,"12.85","57.690357","11.867403","10,847.65","-4,154.35",Running,"321.91","57.685925","11.888656","4,902.63","-6,003.03",Running,"66.28","57.669266","11.788461","2,722.29","-5,182.86",Running,"87.88","57.676657","11.751714"
00:00:58,"9,586.69","-3,662.59",Running,"12.67","57.690355","11.867404","10,847.22","-4,154.23",Running,"321.19","57.685926","11.888649","4,907.20","-6,000.15",Running,"66.63","57.669292","11.788538","2,727.84","-5,182.48",Running,"87.90","57.676661","11.751807"
00:00:59,"9,586.81","-3,662.78",Running,"12.48","57.690353","11.867406","10,846.80","-4,154.11",Running,"320.48","57.685927","11.888642","4,911.77","-5,997.32",Running,"66.95","57.669317","11.788615","2,733.37","-5,182.11",Running,"87.92","57.676664","11.751901"
00:01:00,"9,586.92","-3,662.96",Running,"12.30","57.690352","11.867408","10,846.38","-4,153.99",Running,"319.77","57.685928","11.888635","4,916.33","-5,994.55",Running,"67.24","57.669342","11.788692","2,738.87","-5,181.74",Running,"87.94","57.676668","11.751993"
00:01:01,"9,587.04","-3,663.16",Running,"12.14","57.690350","11.867410","10,845.96","-4,153.87",Running,"319.08","57.685929","11.888628","4,920.91","-5,991.83",Running,"67.50","57.669367","11.788769","2,744.35","-5,181.37",Running,"87.96","57.676671","11.752086"
00:01:02,"9,587.17","-3,663.36",Running,"11.99","57.690348","11.867412","10,845.53","-4,153.76",Running,"318.38","57.685930","11.888620","4,925.47","-5,989.17",Running,"67.73","57.669391","11.788846","2,749.81","-5,181.01",Running,"87.98","57.676674","11.752178"
00:01:03,"9,587.30","-3,663.57",Running,"11.86","57.690346","11.867415","10,845.11","-4,153.64",Running,"317.70","57.685931","11.888613","4,930.04","-5,986.55",Running,"67.93","57.669414","11.788923","2,755.24","-5,180.66",Running,"88.00","57.676677","11.752269"
00:01:04,"9,587.44","-3,663.78",Running,"11.75","57.690344","11.867417","10,844.69","-4,153.53",Running,"317.02","57.685932","11.888606","4,934.60","-5,983.99",Running,"68.10","57.669437","11.789000","2,760.66","-5,180.31",Running,"88.02","57.676681","11.752361"
00:01:05,"9,587.59","-3,664.00",Running,"11.66","57.690342","11.867420","10,844.26","-4,153.42",Running,"316.36","57.685933","11.888599","4,939.17","-5,981.48",Running,"68.23","57.669460","11.789076","2,766.06","-5,179.96",Running,"88.03","57.676684","11.752452"
00:01:06,"9,587.75","-3,664.23",Running,"11.59","57.690340","11.867422","10,843.84","-4,153.31",Running,"315.69","57.685934","11.888592","4,943.74","-5,979.02",Running,"68.34","57.669482","11.789153","2,771.43","-5,179.61",Running,"88.05","57.676687","11.752542"
00:01:07,"9,587.91","-3,664.47",Running,"11.54","57.690338","11.867425","10,843.42","-4,153.21",Running,"315.04","57.685935","11.888585","4,948.30","-5,976.60",Running,"68.40","57.669504","11.789230","2,776.79","-5,179.27",Running,"88.06","57.676690","11.752632"
00:01:08,"9,588.08","-3,664.71",Running,"11.51","57.690336","11.867428","10,842.99","-4,153.10",Running,"314.40","57.685936","11.888578","4,952.86","-5,974.22",Running,"68.44","57.669525","11.789307","2,782.12","-5,178.94",Running,"88.08","57.676693","11.752722"
00:01:09,"9,588.26","-3,664.95",Running,"11.49","57.690334","11.867431","10,842.57","-4,153.00",Running,"313.76","57.685937","11.888571","4,957.42","-5,971.88",Running,"68.45","57.669546","11.789384","2,787.44","-5,178.60",Running,"88.09","57.676696","11.752812"
00:01:10,"9,588.44","-3,665.21",Running,"11.50","57.690331","11.867434","10,842.15","-4,152.90",Running,"313.13","57.685938","11.888563","4,961.98","-5,969.57",Running,"68.44","57.669567","11.789461","2,792.73","-5,178.27",Running,"88.10","57.676699","11.752901"
00:01:11,"9,588.63","-3,665.46",Running,"11.53","57.690329","11.867437","10,841.73","-4,152.80",Running,"312.51","57.685939","11.888556","4,966.51","-5,967.29",Running,"68.42","57.669588","11.789537","2,798.01","-5,177.95",Running,"88.12","57.676702","11.752990"
00:01:12,"9,588.83","-3,665.73",Running,"11.57","57.690327","11.867440","10,841.30","-4,152.71",Running,"311.90","57.685940","11.888549","4,971.05","-5,965.04",Running,"68.39","57.669608","11.789614","2,803.26","-5,177.62",Running,"88.13","57.676705","11.753079"
00:01:13,"9,589.03","-3,666.00",Running,"11.63","57.690324","11.867444","10,840.88","-4,152.61",Running,"311.30","57.685941","11.888542","4,975.58","-5,962.82",Running,"68.34","57.669628","11.789690","2,808.51","-5,177.30",Running,"88.14","57.676708","11.753167"
00:01:14,"9,589.24","-3,666.28",Running,"11.70","57.690322","11.867447","10,840.46","-4,152.52",Running,"310.70","57.685941","11.888535","4,980.11","-5,960.63",Running,"68.28","57.669648","11.789767","2,813.72","-5,176.98",Running,"88.15","57.676710","11.753255"
00:01:15,"9,589.44","-3,666.56",Running,"11.77","57.690319","11.867451","10,840.03","-4,152.43",Running,"310.11","57.685942","11.888528","4,984.64","-5,958.45",Running,"68.21","57.669667","11.789843","2,818.93","-5,176.67",Running,"88.16","57.676713","11.753343"
00:01:16,"9,589.65","-3,666.84",Running,"11.84","57.690317","11.867454","10,839.61","-4,152.34",Running,"309.53","57.685943","11.888521","4,989.14","-5,956.31",Running,"68.12","57.669687","11.789919","2,824.11","-5,176.35",Running,"88.17","57.676716","11.753430"
00:01:17,"9,589.85","-3,667.13",Running,"11.90","57.690314","11.867458","10,839.19","-4,152.26",Running,"308.96","57.685944","11.888513","4,993.65","-5,954.18",Running,"68.03","57.669706","11.789995","2,829.27","-5,176.04",Running,"88.18","57.676719","11.753517"
00:01:18,"9,590.06","-3,667.43",Running,"11.97","57.690311","11.867461","10,838.76","-4,152.17",Running,"308.40","57.685944","11.888506","4,998.16","-5,952.07",Running,"67.92","57.669725","11.790071","2,834.42","-5,175.73",Running,"88.18","57.676722","11.753604"
00:01:19,"9,590.26","-3,667.74",Running,"12.03","57.690309","11.867465","10,838.34","-4,152.09",Running,"307.86","57.685945","11.888499","5,002.66","-5,949.98",Running,"67.81","57.669744","11.790147","2,839.55","-5,175.43",Running,"88.19","57.676725","11.753690"
00:01:20,"9,590.47","-3,668.05",Running,"12.09","57.690306","11.867468","10,837.92","-4,152.01",Running,"307.32","57.685946","11.888492","5,007.15","-5,947.90",Running,"67.68","57.669763","11.790222","2,844.67","-5,175.12",Running,"88.20","57.676727","11.753776"
00:01:21,"9,590.68","-3,668.37",Running,"12.15","57.690303","11.867472","10,837.50","-4,151.94",Running,"306.79","57.685947","11.888485","5,011.62","-5,945.83",Running,"67.55","57.669781","11.790298","2,849.77","-5,174.82",Running,"88.21","57.676730","11.753862"
00:01:22,"9,590.90","-3,668.70",Running,"12.21","57.690300","11.867475","10,837.09","-4,151.86",Running,"306.27","57.685947","11.888478","5,016.10","-5,943.78",Running,"67.41","57.669800","11.790373","2,854.85","-5,174.52",Running,"88.21","57.676733","11.753948"
00:01:23,"9,591.11","-3,669.04",Running,"12.26","57.690297","11.867479","10,836.67","-4,151.79",Running,"305.76","57.685948","11.888471","5,020.58","-5,941.74",Running,"67.26","57.669818","11.790449","2,859.91","-5,174.22",Running,"88.22","57.676735","11.754033"
00:01:24,"9,591.32","-3,669.38",Running,"12.32","57.690294","11.867482","10,836.26","-4,151.71",Running,"305.27","57.685949","11.888464","5,025.03","-5,939.71",Running,"67.11","57.669836","11.790523","2,864.96","-5,173.92",Running,"88.22","57.676738","11.754118"
00:01:25,"9,591.54","-3,669.73",Running,"12.37","57.690291","11.867486","10,835.84","-4,151.64",Running,"304.78","57.685949","11.888457","5,029.48","-5,937.68",Running,"66.95","57.669855","11.790598","2,869.99","-5,173.63",Running,"88.23","57.676741","11.754203"
00:01:26,"9,591.75","-3,670.09",Running,"12.42","57.690287","11.867490","10,835.42","-4,151.58",Running,"304.30","57.685950","11.888450","5,033.92","-5,935.66",Running,"66.79","57.669873","11.790673","2,875.01","-5,173.33",Running,"88.23","57.676743","11.754288"
00:01:27,"9,591.96","-3,670.45",Running,"12.48","57.690284","11.867493","10,835.01","-4,151.51",Running,"303.84","57.685950","11.888443","5,038.36","-5,933.64",Running,"66.62","57.669891","11.790748","2,880.00","-5,173.04",Running,"88.24","57.676746","11.754372"
00:01:28,"9,592.16","-3,670.83",Running,"12.52","57.690281","11.867497","10,834.60","-4,151.45",Running,"303.38","57.685951","11.888436","5,042.78","-5,931.63",Running,"66.45","57.669909","11.790823","2,884.99","-5,172.75",Running,"88.24","57.676749","11.754456"
00:01:29,"9,592.37","-3,671.21",Running,"12.57","57.690277","11.867500","10,834.19","-4,151.38",Running,"302.93","57.685952","11.888429","5,047.19","-5,929.62",Running,"66.28","57.669927","11.790897","2,889.96","-5,172.46",Running,"88.25","57.676751","11.754540"
00:01:30,"9,592.57","-3,671.59",Running,"12.62","57.690274","11.867503","10,833.78","-4,151.32",Running,"302.49","57.685952","11.888422","5,051.60","-5,927.62",Running,"66.11","57.669945","11.790971","2,894.91","-5,172.17",Running,"88.25","57.676754","11.754623"
00:01:31,"9,592.78","-3,671.99",Running,"12.66","57.690270","11.867507","10,833.37","-4,151.26",Running,"302.06","57.685953","11.888415","5,056.00","-5,925.62",Running,"65.93","57.669963","11.791045","2,899.85","-5,171.89",Running,"88.25","57.676756","11.754706"
00:01:32,"9,592.98","-3,672.39",Running,"12.71","57.690267","11.867510","10,832.96","-4,151.21",Running,"301.63","57.685953","11.888409","5,060.38","-5,923.62",Running,"65.75","57.669981","11.791119","2,904.77","-5,171.60",Running,"88.25","57.676759","11.754789"
00:01:33,"9,593.18","-3,672.80",Running,"12.75","57.690263","11.867514","10,832.55","-4,151.15",Running,"301.21","57.685954","11.888402","5,064.76","-5,921.63",Running,"65.57","57.669999","11.791193","2,909.69","-5,171.31",Running,"88.25","57.676762","11.754872"
00:01:34,"9,593.38","-3,673.22",Running,"12.79","57.690259","11.867517","10,832.14","-4,151.10",Running,"300.79","57.685954","11.888395","5,069.12","-5,919.63",Running,"65.38","57.670017","11.791267","2,914.58","-5,171.03",Running,"88.25","57.676764","11.754955"
00:01:35,"9,593.57","-3,673.65",Running,"12.83","57.690255","11.867520","10,831.73","-4,151.04",Running,"300.38","57.685955","11.888388","5,073.49","-5,917.63",Running,"65.20","57.670035","11.791340","2,919.46","-5,170.74",Running,"88.25","57.676767","11.755037"
00:01:36,"9,593.77","-3,674.09",Running,"12.87","57.690251","11.867524","10,831.33","-4,151.00",Running,"299.98","57.685955","11.888381","5,077.83","-5,915.63",Running,"65.01","57.670053","11.791413","2,924.32","-5,170.46",Running,"88.25","57.676769","11.755119"
00:01:37,"9,593.96","-3,674.53",Running,"12.90","57.690247","11.867527","10,830.93","-4,150.95",Running,"299.58","57.685956","11.888374","5,082.16","-5,913.62",Running,"64.83","57.670072","11.791486","2,929.18","-5,170.18",Running,"88.25","57.676772","11.755201"
00:01:38,"9,594.15","-3,674.99",Running,"12.94","57.690243","11.867530","10,830.52","-4,150.90",Running,"299.19","57.685956","11.888368","5,086.49","-5,911.61",Running,"64.64","57.670090","11.791559","2,934.01","-5,169.90",Running,"88.25","57.676774","11.755282"
00:01:39,"9,594.34","-3,675.46",Running,"12.96","57.690239","11.867533","10,830.12","-4,150.86",Running,"298.80","57.685956","11.888361","5,090.81","-5,909.59",Running,"64.45","57.670108","11.791632","2,938.84","-5,169.62",Running,"88.25","57.676777","11.755364"
00:01:40,"9,594.53","-3,675.94",Running,"12.99","57.690235","11.867536","10,829.72","-4,150.82",Running,"298.42","57.685957","11.888354","5,095.11","-5,907.58",Running,"64.26","57.670126","11.791705","2,943.65","-5,169.34",Running,"88.25","57.676779","11.755445"
00:01:41,"9,594.71","-3,676.43",Running,"13.01","57.690230","11.867540","10,829.32","-4,150.78",Running,"298.04","57.685957","11.888347","5,099.40","-5,905.56",Running,"64.07","57.670144","11.791777","2,948.45","-5,169.07",Running,"88.25","57.676782","11.755526"
